CODIGO	CD_BANCO	VALOR	DIAS_PRIMEIRA_PARCELA	TIPO_CLIENTE	CD_SEXO	QTDE_DIVIDAS_ANTERIORES	CD_CARTEIRA_CLIENTE	IDADE	GRUPO_IDADE_CONTA	ALVO_1_0
111531	B341	830.75	20	EXPERIENTE	F	9	C	39	ENTRE 2 E 4 ANOS	1
111532	B237	1104	14	VIP	 	2	C	41	ENTRE 9 E 14 ANOS	1
111566	B1	478.68	18	NEUTRO	 	0	D	36	ENTRE 4 E 9 ANOS	1
111567	B1	477	29	NEUTRO	 	0	D	37	ENTRE 4 E 9 ANOS	1
111593	B1	222	28	VIP	M	16	D	27	ENTRE 2 E 4 ANOS	1
111607	B237	152	24	NOVO	M	0	D	52	ENTRE 4 E 9 ANOS	1
111615	B237	600	29	NOVO	F	0	D	52	ATÉ 1 ANO	1
111616	B1	467	31	NOVO	F	0	D	42	ENTRE 9 E 14 ANOS	1
111623	B33	762	35	NOVO	M	0	E	26	ENTRE 2 E 4 ANOS	1
111624	B33	154	32	EXPERIENTE	F	16	E	51	ENTRE 9 E 14 ANOS	1
111625	B1	315	32	VIP	F	0	E	29	ENTRE 2 E 4 ANOS	1
111627	B1	133.9	34	VIP	F	0	E	39	ENTRE 9 E 14 ANOS	1
111628	B341	60.9	30	NEUTRO	F	2	E	35	ENTRE 1 E 2 ANOS	1
111629	B341	59	26	NEUTRO	F	2	E	35	ENTRE 1 E 2 ANOS	1
111631	B237	800	36	NOVO	F	0	F	43	ENTRE 2 E 4 ANOS	1
111645	B1	66.94	28	EXPERIENTE	F	0	F	57	ENTRE 9 E 14 ANOS	1
111646	B237	300	23	NEUTRO	F	0	F	48	ENTRE 9 E 14 ANOS	1
111647	B237	300	42	NEUTRO	F	0	F	48	ENTRE 9 E 14 ANOS	1
111650	B237	400	41	NEUTRO	F	0	F	48	ENTRE 9 E 14 ANOS	1
111656	B1	86.4	25	NOVO	M	16	A	31	ENTRE 4 E 9 ANOS	1
111665	B237	1816	19	NOVO	F	1	A	27	ENTRE 2 E 4 ANOS	1
111673	B1	1299.23	24	VIP	F	0	C	34	ENTRE 9 E 14 ANOS	1
111681	B1	1438.52	20	NOVO	M	0	C	23	ENTRE 1 E 2 ANOS	1
111682	B237	889	20	NOVO	M	4	C	26	ENTRE 2 E 4 ANOS	1
111683	B1	708.75	8	NOVO	M	0	C	NULL	ENTRE 2 E 4 ANOS	1
111684	B237	324.06	18	VIP	F	2	C	24	ENTRE 1 E 2 ANOS	1
111685	B237	324.06	18	VIP	F	2	C	24	ENTRE 1 E 2 ANOS	1
111690	B33	917.71	11	NOVO	M	12	C	51	ENTRE 2 E 4 ANOS	1
111693	B399	550.94	14	NEUTRO	 	0	C	41	ENTRE 4 E 9 ANOS	1
111694	B399	550.94	16	NEUTRO	 	0	C	41	ENTRE 4 E 9 ANOS	1
111695	B399	550.94	20	NEUTRO	 	0	C	42	ENTRE 4 E 9 ANOS	1
111696	B399	550.94	18	NEUTRO	 	0	C	42	ENTRE 4 E 9 ANOS	1
111697	B399	550.94	16	NEUTRO	 	0	C	42	ENTRE 4 E 9 ANOS	1
111699	B104	363.28	14	VIP	M	0	C	42	ENTRE 9 E 14 ANOS	1
111700	B1	955.19	16	NEUTRO	M	4	C	26	ENTRE 4 E 9 ANOS	1
111711	B104	960.21	21	NOVO	M	5	C	29	ENTRE 1 E 2 ANOS	1
111713	B1	2386.76	17	NEUTRO	F	0	C	68	MAIOR OU IGUAL A 15	1
111732	B33	645	14	NEUTRO	 	0	C	28	ENTRE 4 E 9 ANOS	1
111733	B33	645	16	NEUTRO	 	0	C	29	ENTRE 9 E 14 ANOS	1
111745	B33	346	17	NOVO	M	0	C	38	ENTRE 2 E 4 ANOS	1
111746	B1	1782	14	NEUTRO	F	0	C	39	ENTRE 9 E 14 ANOS	1
111751	B237	143	15	NEUTRO	M	1	C	38	ENTRE 4 E 9 ANOS	1
111756	B341	1420	23	NOVO	 	0	C	35	ENTRE 1 E 2 ANOS	1
111763	B1	1368	19	NOVO	M	0	C	22	ENTRE 1 E 2 ANOS	1
111765	B1	762	15	VIP	M	0	C	30	ENTRE 4 E 9 ANOS	1
111777	B33	632	39	NOVO	 	3	C	28	ENTRE 1 E 2 ANOS	1
111816	B33	649	15	NOVO	F	3	C	20	ENTRE 1 E 2 ANOS	1
111817	B33	649	18	NOVO	F	3	C	20	ENTRE 1 E 2 ANOS	1
111820	B237	238	21	NOVO	F	5	C	20	ENTRE 1 E 2 ANOS	1
111821	B237	238	18	NOVO	F	5	C	20	ENTRE 1 E 2 ANOS	1
111823	B33	3416	21	VIP	F	0	C	24	ENTRE 4 E 9 ANOS	1
111842	B33	300	42	EXPERIENTE	M	0	C	60	MAIOR OU IGUAL A 15	1
111846	B1	771.82	22	NOVO	M	4	C	20	ENTRE 2 E 4 ANOS	1
111859	B341	896	18	EXPERIENTE	M	1	C	22	ENTRE 2 E 4 ANOS	1
111870	B237	391	21	NEUTRO	M	0	C	61	ENTRE 2 E 4 ANOS	1
111871	B1	468.03	21	EXPERIENTE	M	0	C	68	MAIOR OU IGUAL A 15	1
111879	B1	727	45	NEUTRO	M	1	C	63	MAIOR OU IGUAL A 15	1
111884	B1	800	36	NEUTRO	M	0	C	58	MAIOR OU IGUAL A 15	1
111886	B33	688	31	EXPERIENTE	M	2	C	60	ENTRE 9 E 14 ANOS	1
111887	B33	688	16	EXPERIENTE	M	2	C	60	ENTRE 9 E 14 ANOS	1
111897	B104	786	24	EXPERIENTE	M	0	C	56	MAIOR OU IGUAL A 15	1
111902	B1	338	28	VIP	M	0	C	52	MAIOR OU IGUAL A 15	1
111922	B1	690	18	EXPERIENTE	M	0	C	47	ENTRE 1 E 2 ANOS	1
111923	B1	690	14	EXPERIENTE	M	0	C	47	ENTRE 1 E 2 ANOS	1
111924	B1	680	22	EXPERIENTE	F	0	C	51	MAIOR OU IGUAL A 15	1
111925	B1	680	35	EXPERIENTE	F	0	C	51	MAIOR OU IGUAL A 15	1
111926	B1	680	42	EXPERIENTE	F	0	C	51	MAIOR OU IGUAL A 15	1
111933	B1	1143	29	EXPERIENTE	M	0	C	46	MAIOR OU IGUAL A 15	1
111934	B1	1143	35	EXPERIENTE	M	0	C	46	MAIOR OU IGUAL A 15	1
111936	B1	382	29	VIP	F	0	C	83	MAIOR OU IGUAL A 15	1
111937	B1	773	17	VIP	M	0	C	47	MAIOR OU IGUAL A 15	1
111943	B104	715.6	22	NOVO	 	8	C	40	ENTRE 1 E 2 ANOS	1
111944	B104	713	21	NOVO	 	8	C	40	ENTRE 1 E 2 ANOS	1
111953	B1	1000	39	EXPERIENTE	 	0	C	50	MAIOR OU IGUAL A 15	1
111954	B1	686	25	EXPERIENTE	M	3	C	36	ENTRE 9 E 14 ANOS	1
111955	B1	686	32	EXPERIENTE	M	3	C	36	ENTRE 9 E 14 ANOS	1
111986	B1	653	32	NEUTRO	F	0	C	39	MAIOR OU IGUAL A 15	1
111986	B1	653	32	NEUTRO	F	0	C	39	MAIOR OU IGUAL A 15	1
111987	B104	212.77	28	EXPERIENTE	F	0	C	35	ENTRE 2 E 4 ANOS	1
111991	B33	266.94	29	NEUTRO	F	0	C	41	MAIOR OU IGUAL A 15	1
111993	B104	282	21	NEUTRO	F	0	C	40	ENTRE 1 E 2 ANOS	1
111994	B104	282	18	NEUTRO	F	0	C	40	ENTRE 1 E 2 ANOS	1
112003	B33	526	27	NEUTRO	F	3	C	46	ATÉ 1 ANO	1
112013	B33	60	14	NOVO	F	8	G	33	ENTRE 4 E 9 ANOS	1
112016	B341	64.52	17	NEUTRO	F	16	G	62	ENTRE 4 E 9 ANOS	1
112050	B341	148	27	NOVO	M	0	G	50	ENTRE 1 E 2 ANOS	1
112051	B341	148	15	NOVO	M	0	G	50	ENTRE 1 E 2 ANOS	1
112052	B1	100	15	NEUTRO	F	1	G	46	ENTRE 9 E 14 ANOS	1
112054	B1	199	18	NOVO	F	5	G	46	ENTRE 1 E 2 ANOS	1
112059	B1	58.96	33	NOVO	F	0	G	37	ENTRE 9 E 14 ANOS	1
112076	B1	84.4	28	VIP	F	14	F	36	ENTRE 4 E 9 ANOS	1
112089	B341	69.31	10	EXPERIENTE	M	0	F	36	ENTRE 4 E 9 ANOS	1
112113	B104	35	23	VIP	M	0	F	62	ENTRE 9 E 14 ANOS	1
112116	B33	27	37	EXPERIENTE	F	5	F	NULL	ENTRE 1 E 2 ANOS	1
112121	B356	72.4	22	VIP	F	6	F	76	ENTRE 4 E 9 ANOS	1
112121	B356	72.4	22	VIP	F	6	F	76	ENTRE 4 E 9 ANOS	1
112122	B356	72.4	13	VIP	F	6	F	76	ENTRE 4 E 9 ANOS	1
112135	B33	136	21	VIP	F	2	F	72	MAIOR OU IGUAL A 15	1
112183	B341	114.78	26	VIP	M	6	F	43	ENTRE 4 E 9 ANOS	1
112205	B237	440	29	VIP	F	1	F	43	ENTRE 4 E 9 ANOS	1
112250	B341	118	21	VIP	F	6	F	65	ENTRE 9 E 14 ANOS	1
112260	B1	53.17	13	NOVO	F	0	F	NULL	ENTRE 4 E 9 ANOS	1
112267	B1	115.07	27	EXPERIENTE	M	0	F	73	MAIOR OU IGUAL A 15	1
112274	B237	59.66	14	NOVO	M	3	F	26	ATÉ 1 ANO	1
112285	B1	77.2	26	NEUTRO	F	11	F	72	ATÉ 1 ANO	1
112289	B1	61.31	29	NEUTRO	F	7	F	51	ENTRE 4 E 9 ANOS	1
112290	B1	295.09	27	NEUTRO	M	0	F	50	ENTRE 9 E 14 ANOS	1
112296	B1	173.55	34	EXPERIENTE	M	0	F	55	MAIOR OU IGUAL A 15	1
112297	B1	232.44	12	VIP	M	0	F	54	MAIOR OU IGUAL A 15	1
112298	B1	232.45	11	VIP	M	0	F	54	MAIOR OU IGUAL A 15	1
112299	B1	127.1	16	VIP	M	0	F	54	MAIOR OU IGUAL A 15	1
112309	B237	209	23	NEUTRO	 	6	F	44	ENTRE 1 E 2 ANOS	1
112311	B1	370.1	13	VIP	F	4	F	44	ENTRE 9 E 14 ANOS	1
112313	B33	50	16	NOVO	F	6	F	39	ATÉ 1 ANO	1
112314	B1	96.25	15	NEUTRO	F	0	F	37	ENTRE 4 E 9 ANOS	1
112315	B1	91.07	26	VIP	F	0	F	54	ENTRE 4 E 9 ANOS	1
112316	B1	64.71	22	NEUTRO	F	3	F	41	ENTRE 2 E 4 ANOS	1
112320	B1	194.83	18	EXPERIENTE	F	16	F	36	ENTRE 4 E 9 ANOS	1
112364	B1	96	18	VIP	F	0	F	35	ENTRE 9 E 14 ANOS	1
112366	B104	94	30	NOVO	M	0	F	33	ENTRE 2 E 4 ANOS	1
112367	B1	102	32	NOVO	F	0	F	22	ENTRE 1 E 2 ANOS	1
112369	B33	208	12	NEUTRO	M	16	F	26	ENTRE 4 E 9 ANOS	1
112375	B356	144	13	NOVO	M	5	F	NULL	ENTRE 2 E 4 ANOS	1
112376	B356	144	8	NOVO	M	5	F	NULL	ENTRE 2 E 4 ANOS	1
112382	B399	96	32	NOVO	F	16	F	37	ENTRE 2 E 4 ANOS	1
112385	B356	50	25	VIP	F	0	G	30	ENTRE 4 E 9 ANOS	1
112387	B1	790	20	NOVO	F	11	E	31	ENTRE 4 E 9 ANOS	1
112388	B1	790	15	NOVO	F	11	E	31	ENTRE 4 E 9 ANOS	1
112394	B1	840	24	NEUTRO	 	16	E	29	ENTRE 2 E 4 ANOS	1
112396	B237	1026	10	NEUTRO	M	0	E	33	ENTRE 4 E 9 ANOS	1
112398	B341	1000	26	NOVO	M	0	E	36	MAIOR OU IGUAL A 15	1
112400	B1	740	13	EXPERIENTE	M	14	E	36	ENTRE 1 E 2 ANOS	1
112401	B1	430	24	VIP	M	0	E	33	ENTRE 9 E 14 ANOS	1
112402	B1	666.66	24	NEUTRO	M	0	E	32	ENTRE 4 E 9 ANOS	1
112403	B1	1000	26	VIP	M	0	E	33	ENTRE 4 E 9 ANOS	1
112404	B1	1000	17	VIP	M	0	E	33	ENTRE 4 E 9 ANOS	1
112411	B1	650	24	VIP	M	3	E	30	ENTRE 4 E 9 ANOS	1
112417	B1	647	27	NOVO	M	0	E	28	ENTRE 4 E 9 ANOS	1
112418	B237	763	44	EXPERIENTE	M	0	E	63	ENTRE 4 E 9 ANOS	1
112421	B237	350	26	VIP	M	1	E	74	MAIOR OU IGUAL A 15	1
112422	B104	375	19	NOVO	M	0	E	NULL	ENTRE 1 E 2 ANOS	1
112434	B237	3700	38	VIP	F	0	E	54	ENTRE 2 E 4 ANOS	1
112441	B1	500	29	EXPERIENTE	 	3	E	33	ENTRE 4 E 9 ANOS	1
112442	B237	225	29	VIP	F	0	E	68	MAIOR OU IGUAL A 15	1
112444	B1	715	19	EXPERIENTE	F	16	E	52	ENTRE 9 E 14 ANOS	1
112445	B1	715	14	EXPERIENTE	F	16	E	52	ENTRE 9 E 14 ANOS	1
112456	B1	1000	21	NEUTRO	M	0	E	63	MAIOR OU IGUAL A 15	1
112459	B104	2100	32	VIP	F	0	E	44	ENTRE 2 E 4 ANOS	1
112463	B237	666	28	NOVO	M	14	E	40	ENTRE 2 E 4 ANOS	1
112468	B1	2313.9	17	NEUTRO	F	0	E	42	ENTRE 9 E 14 ANOS	1
112469	B1	2313	15	NEUTRO	F	0	E	42	ENTRE 9 E 14 ANOS	1
112469	B1	2313	15	NEUTRO	F	0	E	42	ENTRE 9 E 14 ANOS	1
112473	B1	566	19	NEUTRO	F	1	E	43	ENTRE 2 E 4 ANOS	1
112479	B33	58.25	21	NEUTRO	F	1	G	28	ENTRE 4 E 9 ANOS	1
112480	B33	58.25	15	NEUTRO	F	1	G	28	ENTRE 4 E 9 ANOS	1
112483	B237	21	21	NOVO	 	0	G	33	ENTRE 4 E 9 ANOS	1
112485	B237	40.5	32	EXPERIENTE	F	4	G	31	ENTRE 9 E 14 ANOS	1
112487	B1	55.94	12	NOVO	F	16	G	NULL	ENTRE 4 E 9 ANOS	1
112495	B33	90	20	NOVO	F	7	G	33	ENTRE 2 E 4 ANOS	1
112497	B1	50	21	NEUTRO	F	0	G	32	ENTRE 9 E 14 ANOS	1
112498	B33	120	12	EXPERIENTE	M	0	G	29	ENTRE 2 E 4 ANOS	1
112504	B237	81.6	19	VIP	F	5	G	25	ENTRE 4 E 9 ANOS	1
112522	B341	30	26	NOVO	 	5	G	24	ENTRE 1 E 2 ANOS	1
112527	B341	48	15	NOVO	 	5	G	24	ENTRE 1 E 2 ANOS	1
112528	B356	25.5	17	EXPERIENTE	F	1	G	58	ENTRE 9 E 14 ANOS	1
112529	B356	25.5	24	EXPERIENTE	F	1	G	58	ENTRE 9 E 14 ANOS	1
112530	B356	28.9	21	EXPERIENTE	F	1	G	57	ENTRE 9 E 14 ANOS	1
112531	B356	28.9	19	EXPERIENTE	F	1	G	57	ENTRE 9 E 14 ANOS	1
112532	B356	28.9	21	EXPERIENTE	F	1	G	57	ENTRE 9 E 14 ANOS	1
112533	B1	88	20	NOVO	F	2	G	56	ENTRE 9 E 14 ANOS	1
112538	B237	48.95	37	NEUTRO	F	2	G	47	ENTRE 1 E 2 ANOS	1
112539	B1	120	19	NEUTRO	F	0	G	48	MAIOR OU IGUAL A 15	1
112540	B1	49.92	10	NEUTRO	F	9	G	47	ENTRE 9 E 14 ANOS	1
112544	B1	30.72	16	NOVO	F	9	G	47	ENTRE 9 E 14 ANOS	1
112547	B237	124.4	14	VIP	F	3	G	40	MAIOR OU IGUAL A 15	1
112548	B237	124.4	14	VIP	F	3	G	40	MAIOR OU IGUAL A 15	1
112554	B1	84.32	17	NOVO	F	16	G	38	ENTRE 1 E 2 ANOS	1
112555	B237	60	18	NEUTRO	 	0	G	47	MAIOR OU IGUAL A 15	1
112556	B237	60	23	NEUTRO	 	0	G	47	MAIOR OU IGUAL A 15	1
112557	B1	100	19	EXPERIENTE	F	2	G	38	ENTRE 4 E 9 ANOS	1
112603	B341	333.33	20	NOVO	F	11	E	33	ENTRE 4 E 9 ANOS	1
112614	B237	1895	28	NOVO	F	6	E	30	ENTRE 4 E 9 ANOS	1
112615	B237	1895	22	NOVO	F	6	E	30	ENTRE 4 E 9 ANOS	1
112616	B33	200	20	NOVO	F	0	E	NULL	ENTRE 1 E 2 ANOS	1
112617	B1	1000	34	EXPERIENTE	M	10	E	56	ENTRE 1 E 2 ANOS	1
112628	B237	1000	25	NOVO	M	7	E	39	ENTRE 2 E 4 ANOS	1
112635	B104	142.98	20	EXPERIENTE	M	9	G	28	ENTRE 1 E 2 ANOS	1
112645	B356	134.92	9	VIP	F	10	G	NULL	ENTRE 2 E 4 ANOS	1
112647	B104	37.13	7	VIP	F	0	G	65	ENTRE 9 E 14 ANOS	1
112657	B356	52.94	20	VIP	F	16	G	NULL	ENTRE 1 E 2 ANOS	1
112665	B1	171.97	20	VIP	M	0	G	42	MAIOR OU IGUAL A 15	1
112666	B237	355.19	10	VIP	M	13	G	47	ENTRE 4 E 9 ANOS	1
112667	B237	360	7	VIP	M	13	G	47	ENTRE 4 E 9 ANOS	1
112668	B1	66.4	20	EXPERIENTE	F	6	G	48	ENTRE 9 E 14 ANOS	1
112669	B748	151.47	19	EXPERIENTE	M	1	G	44	ENTRE 1 E 2 ANOS	1
112671	B1	138.13	16	VIP	F	0	G	42	MAIOR OU IGUAL A 15	1
112672	B1	106.85	30	VIP	M	0	G	44	MAIOR OU IGUAL A 15	1
112673	B1	117.16	20	EXPERIENTE	M	0	G	44	ENTRE 9 E 14 ANOS	1
112674	B399	80.82	14	VIP	F	8	G	36	ENTRE 1 E 2 ANOS	1
112685	B237	862.46	66	VIP	 	0	F	30	ENTRE 1 E 2 ANOS	1
112686	B341	750	21	NOVO	M	7	F	24	ENTRE 2 E 4 ANOS	1
112689	B1	83.67	25	NEUTRO	M	0	F	39	MAIOR OU IGUAL A 15	1
112696	B237	1139	24	NOVO	M	0	F	42	ENTRE 1 E 2 ANOS	1
112697	B237	1137	17	NOVO	M	0	F	42	ENTRE 1 E 2 ANOS	1
112706	B104	2024.25	29	NEUTRO	M	0	E	31	ENTRE 1 E 2 ANOS	1
112749	B1	1000	23	NEUTRO	M	0	E	52	ENTRE 4 E 9 ANOS	1
112752	B33	1370	17	NOVO	M	12	E	35	ENTRE 1 E 2 ANOS	1
112763	B341	1428	32	EXPERIENTE	M	4	E	40	ENTRE 9 E 14 ANOS	1
112765	B4	880	26	NOVO	F	0	E	43	ENTRE 9 E 14 ANOS	1
112777	B356	1245.47	19	NEUTRO	M	0	E	NULL	ENTRE 1 E 2 ANOS	1
112780	B1	470.69	19	VIP	F	0	E	49	MAIOR OU IGUAL A 15	1
112905	B1	63.5	34	NEUTRO	F	0	F	28	ENTRE 4 E 9 ANOS	1
112909	B33	437	12	NEUTRO	F	1	F	67	ENTRE 9 E 14 ANOS	1
112912	B237	261.45	18	EXPERIENTE	F	2	F	65	ENTRE 1 E 2 ANOS	1
112916	B1	500	34	NOVO	M	0	F	19	ATÉ 1 ANO	1
112917	B1	500	48	NOVO	M	0	F	19	ENTRE 1 E 2 ANOS	1
112930	B33	73	34	NEUTRO	M	9	F	33	ENTRE 1 E 2 ANOS	1
112942	B1	114	25	NEUTRO	M	13	F	30	ENTRE 9 E 14 ANOS	1
112966	B4	446	29	NOVO	F	14	F	24	ENTRE 4 E 9 ANOS	1
112973	B237	475	35	NEUTRO	 	0	F	25	ENTRE 2 E 4 ANOS	1
112984	B33	100	33	NEUTRO	M	0	F	55	ENTRE 1 E 2 ANOS	1
112985	B341	100	19	VIP	 	4	F	50	ENTRE 9 E 14 ANOS	1
112986	B341	100	16	VIP	 	4	F	50	ENTRE 9 E 14 ANOS	1
112991	B1	388	59	NOVO	M	16	F	48	ENTRE 4 E 9 ANOS	1
112992	B1	388	50	NOVO	M	16	F	48	ENTRE 4 E 9 ANOS	1
112999	B341	166	24	EXPERIENTE	M	10	F	45	ENTRE 1 E 2 ANOS	1
113010	B104	100	23	NOVO	F	4	F	39	ENTRE 1 E 2 ANOS	1
113026	B341	138	71	EXPERIENTE	M	13	E	24	ENTRE 4 E 9 ANOS	1
113027	B341	138	40	EXPERIENTE	M	13	E	24	ENTRE 4 E 9 ANOS	1
113028	B341	138	34	EXPERIENTE	M	13	E	24	ENTRE 4 E 9 ANOS	1
113029	B341	138	26	EXPERIENTE	M	13	E	24	ENTRE 4 E 9 ANOS	1
113030	B1	143	42	NOVO	F	16	E	26	ENTRE 4 E 9 ANOS	1
113032	B1	250	34	NEUTRO	F	0	E	51	MAIOR OU IGUAL A 15	1
113056	B748	173	53	VIP	F	0	E	45	ENTRE 2 E 4 ANOS	1
113065	B1	425	16	NEUTRO	M	0	F	45	MAIOR OU IGUAL A 15	1
113067	B1	425	16	NEUTRO	M	0	F	45	MAIOR OU IGUAL A 15	1
113068	B1	425	14	NEUTRO	M	0	F	45	MAIOR OU IGUAL A 15	1
113088	B237	750	12	NEUTRO	M	8	F	36	ENTRE 9 E 14 ANOS	1
113105	B1	690	24	EXPERIENTE	 	0	F	32	ENTRE 4 E 9 ANOS	1
113105	B1	690	24	EXPERIENTE	 	0	F	32	ENTRE 4 E 9 ANOS	1
113125	B1	330	36	NEUTRO	M	9	E	36	ENTRE 1 E 2 ANOS	1
113128	B341	330	23	VIP	M	0	G	69	MAIOR OU IGUAL A 15	1
113133	B33	2100	16	NEUTRO	F	0	G	46	ENTRE 9 E 14 ANOS	1
113144	B1	333	16	NEUTRO	F	1	G	52	ENTRE 9 E 14 ANOS	1
113149	B341	200	28	NEUTRO	F	0	D	33	ENTRE 1 E 2 ANOS	1
113151	B33	3000	20	NOVO	M	4	D	56	ENTRE 1 E 2 ANOS	1
113157	B1	1543	14	NOVO	M	0	E	31	ENTRE 9 E 14 ANOS	1
113158	B1	1543	28	NOVO	M	0	E	31	ENTRE 9 E 14 ANOS	1
113162	B104	2180	25	NEUTRO	F	0	E	50	ENTRE 4 E 9 ANOS	1
113164	B1	325	43	EXPERIENTE	M	0	E	51	MAIOR OU IGUAL A 15	1
113175	B237	500	66	NOVO	 	0	C	29	MAIOR OU IGUAL A 15	1
113177	B341	51.63	29	VIP	F	0	C	32	ENTRE 1 E 2 ANOS	1
113181	B237	247.11	31	VIP	M	4	C	33	ENTRE 4 E 9 ANOS	1
113191	B237	500	28	VIP	M	0	C	50	ENTRE 9 E 14 ANOS	1
113192	B237	500	26	NEUTRO	M	0	C	49	ENTRE 9 E 14 ANOS	1
113209	B1	185.04	23	NOVO	M	0	E	31	ENTRE 4 E 9 ANOS	1
113210	B1	184	25	NOVO	M	0	E	31	ENTRE 4 E 9 ANOS	1
113211	B1	184	21	NOVO	M	0	E	31	ENTRE 4 E 9 ANOS	1
113221	B237	215	33	NEUTRO	M	1	E	35	ENTRE 1 E 2 ANOS	1
113222	B1	566.66	34	NEUTRO	F	3	E	39	ENTRE 9 E 14 ANOS	1
113230	B237	293.33	27	EXPERIENTE	M	3	E	31	ENTRE 4 E 9 ANOS	1
113231	B237	403.2	33	EXPERIENTE	M	3	E	31	ENTRE 4 E 9 ANOS	1
113232	B237	403.2	23	EXPERIENTE	M	3	E	31	ENTRE 4 E 9 ANOS	1
113244	B104	79	29	EXPERIENTE	M	0	E	59	ENTRE 4 E 9 ANOS	1
113250	B341	480	23	NOVO	M	3	E	52	ATÉ 1 ANO	1
113251	B1	1700	23	EXPERIENTE	F	12	E	38	ENTRE 2 E 4 ANOS	1
113257	B1	162.98	17	NEUTRO	F	0	E	47	ENTRE 9 E 14 ANOS	1
113261	B341	143	23	NEUTRO	M	0	E	45	MAIOR OU IGUAL A 15	1
113262	B104	216.52	25	NEUTRO	F	2	E	41	ENTRE 2 E 4 ANOS	1
113266	B1	191	28	NEUTRO	 	2	E	43	ENTRE 9 E 14 ANOS	1
113267	B1	191	41	NEUTRO	 	2	E	43	ENTRE 9 E 14 ANOS	1
113270	B104	691	35	VIP	M	0	E	49	ENTRE 4 E 9 ANOS	1
113271	B356	578.88	8	NEUTRO	M	0	E	38	ENTRE 4 E 9 ANOS	1
113278	B104	150	41	NOVO	M	0	F	33	ENTRE 1 E 2 ANOS	1
113282	B1	400	20	NOVO	 	3	F	NULL	ENTRE 1 E 2 ANOS	1
113284	B1	189.41	18	NEUTRO	F	0	F	72	ENTRE 9 E 14 ANOS	1
113285	B1	189	23	NEUTRO	F	0	F	72	ENTRE 9 E 14 ANOS	1
113293	B1	113	18	EXPERIENTE	 	0	F	55	MAIOR OU IGUAL A 15	1
113294	B104	1868.33	27	NEUTRO	F	0	F	62	ENTRE 9 E 14 ANOS	1
113324	B1	160	24	EXPERIENTE	M	0	F	31	ENTRE 9 E 14 ANOS	1
113329	B1	206	22	NOVO	M	2	F	37	ENTRE 4 E 9 ANOS	1
113330	B1	699	15	NOVO	 	12	F	29	ENTRE 2 E 4 ANOS	1
113332	B1	823	16	NEUTRO	F	1	F	29	ENTRE 4 E 9 ANOS	1
113334	B1	200	29	NOVO	M	0	F	55	MAIOR OU IGUAL A 15	1
113334	B1	200	29	NOVO	M	0	F	55	MAIOR OU IGUAL A 15	1
113336	B1	80	21	NEUTRO	M	0	F	50	MAIOR OU IGUAL A 15	1
113336	B1	80	21	NEUTRO	M	0	F	50	MAIOR OU IGUAL A 15	1
113340	B1	368	23	NEUTRO	F	1	F	47	MAIOR OU IGUAL A 15	1
113342	B1	344	26	VIP	F	0	F	85	MAIOR OU IGUAL A 15	1
113343	B237	265	17	NOVO	M	0	F	43	ENTRE 1 E 2 ANOS	1
113344	B1	200	17	NEUTRO	F	12	F	35	ENTRE 2 E 4 ANOS	1
113345	B237	112	19	NOVO	F	16	F	39	ENTRE 1 E 2 ANOS	1
113346	B237	196	21	NEUTRO	M	0	F	41	ENTRE 1 E 2 ANOS	1
113350	B104	108	21	NOVO	M	0	F	33	ATÉ 1 ANO	1
113353	B1	61	27	EXPERIENTE	 	2	G	32	ENTRE 2 E 4 ANOS	1
113356	B237	100	17	EXPERIENTE	F	0	G	37	ENTRE 9 E 14 ANOS	1
113358	B1	47	24	NOVO	F	15	G	35	ENTRE 1 E 2 ANOS	1
113360	B4	47	20	EXPERIENTE	M	0	G	36	ENTRE 4 E 9 ANOS	1
113363	B1	86	13	EXPERIENTE	F	0	G	28	ENTRE 2 E 4 ANOS	1
113375	B1	298	13	NEUTRO	F	0	G	24	ENTRE 1 E 2 ANOS	1
113383	B1	48	22	VIP	F	0	G	44	MAIOR OU IGUAL A 15	1
113384	B237	50	11	NOVO	F	0	G	46	ENTRE 1 E 2 ANOS	1
113388	B1	59.9	21	EXPERIENTE	M	0	G	40	MAIOR OU IGUAL A 15	1
113389	B1	206	21	EXPERIENTE	 	0	G	48	ENTRE 9 E 14 ANOS	1
113389	B1	206	21	EXPERIENTE	 	0	G	48	ENTRE 9 E 14 ANOS	1
113394	B104	114	33	VIP	F	0	G	56	ENTRE 2 E 4 ANOS	1
113408	B1	98	35	EXPERIENTE	F	0	D	28	ENTRE 9 E 14 ANOS	1
113414	B1	115	20	VIP	F	0	D	31	ENTRE 9 E 14 ANOS	1
113427	B1	225	25	EXPERIENTE	 	0	D	34	ENTRE 9 E 14 ANOS	1
113429	B1	449	21	EXPERIENTE	F	3	D	39	ENTRE 4 E 9 ANOS	1
113434	B1	525	35	VIP	M	16	D	29	ENTRE 4 E 9 ANOS	1
113435	B1	525	21	VIP	M	16	D	29	ENTRE 4 E 9 ANOS	1
113440	B237	1000	41	NOVO	F	0	D	30	ENTRE 1 E 2 ANOS	1
113441	B1	420	22	NEUTRO	F	0	D	26	ENTRE 1 E 2 ANOS	1
113443	B1	420	35	NEUTRO	F	0	D	26	ENTRE 1 E 2 ANOS	1
113444	B1	420	29	NEUTRO	F	0	D	26	ENTRE 1 E 2 ANOS	1
